drug	excipient	contact_av	LF_KE	LF_PE	AvDist_1	AvDist_2	AvDist_3	AvDist_4	d(distance)_max_1	d(distance)_max_2	d(distance)_max_3	d(distance)_max_4	d(distance)_avg_1	d(distance)_avg_2	d(distance)_avg_3	d(distance)_avg_4	Variance_1	Variance_2	Variance_3	Variance_4
Sorafenib	theophylline	1.7480000000000002	16.24180887	-1922.591868	5.4105277	5.4247464999999995	7.571880999999999	7.582793700000001	3884.959596	3088.47366	2794.651023	2847.196984	20.98598287	20.41761179	19.54077304	19.1811752	74.38988499999999	74.452545	53.594559999999994	53.774623999999996
Sorafenib	borneol	0.08199999999999999	22.70858037	-258.06427	26.357494	26.369179	33.273	33.302240000000005	2789.0968940000002	2676.0143989999997	3183.7991660000002	3156.781423	55.31384209	55.88584488	55.88658356	55.84040839	242.40141	242.19087000000002	388.76562	388.4954
Sorafenib	cinnamaldehyde	0.297	19.96343009	-425.10537719999996	23.903029999999998	23.906528	30.319698	30.32821	3366.5983409999994	3417.1065799999997	2572.302713	2869.2450559999997	28.57259276	28.02887138	46.37535689999999	47.19480797	75.152626	75.19286	332.66907000000003	333.28
Sorafenib	aspartame	3.4695	26.92738038	-823.3522949	0.33406347	0.34920059999999997	0.37021777	0.38513714	692.9195492	855.6763116000001	703.0737552999999	624.2913789	0.031464969	-0.37837748299999996	-0.062421215999999995	-0.035350435	0.00834304	0.010456589	0.01328538	0.016151747
Sorafenib	squalene	3.7645	37.36091552	-464.95886229999996	0.3682068	0.36870363	0.3713051	0.37467775	578.8037427999999	508.99719960000004	1316.9729539999998	808.1045972000001	-0.48662396700000005	-0.06938383099999999	-0.050256703	-0.052576106	0.003831407	0.0042023	0.005516475	0.009734743
Sorafenib	benzaldehyde	0.0525	14.32729006	-410.7868382	29.074621	29.088924	35.000034	35.011435999999996	2803.387088	2914.329517	1969.870882	2973.8588449999997	54.63659902	54.36210279	69.11177832	69.06083858	204.20283999999998	204.17747	297.1912	296.7734
Sorafenib	sodium_deoxycholate	3.6885	30.31069524	-412.5039673	0.34011617	0.35054862	0.3661624	0.37057734	473.68965910000003	721.6802863	1015.8707509999999	786.3237256	-0.06914498	-0.03335148	-0.15816127	0.039014389	0.005362466	0.0053773580000000005	0.006883381	0.011092913999999999
Sorafenib	cholic_acid	3.5255	32.91025684	-652.9347534	0.38815900000000003	0.42138004	0.70826197	0.7205458	1288.934785	1905.535951	2205.69798	2284.355246	-1.209542375	-0.735991372	8.480871603999999	8.72561096	0.11097369	0.12760404	2.690203	2.7083714
Sorafenib	glycocholic_acid	3.8165	38.50561789	-646.1162109	0.33647059999999995	0.34003627	0.34017423	0.3501014	769.1672183999999	1290.654157	445.59425300000004	981.5148203	-0.103323721	-0.338574306	-0.376494915	-0.290697092	0.006562686999999999	0.029501934	0.0031304809999999996	0.022296485
Sorafenib	sucrose_octaacetate	3.8765	35.81870062	-4218.910156	0.28918996	0.30141282	0.3496719	0.35248882	92.32424579	843.9826194	653.4999287	477.2029528	-0.06518662900000001	-0.455032819	-0.33297261699999997	-0.005353431	0.000112156	0.002709107	0.003317314	0.004886387
Sorafenib	trans_anethole	1.5930000000000002	25.92102437	-302.5280151	0.8872289000000001	0.89465684	19.172867	19.175667	3889.855282	3453.2682560000003	2892.8764	2348.101891	10.47100188	10.80227675	22.3273089	22.86989653	3.8027182	3.706503	84.88920999999999	85.63804
Sorafenib	indomethacin	3.5875	25.71738787	-529.7086979	0.34620398	0.36323297	0.36946829999999997	0.37009549999999997	364.8840039	465.42134419999996	554.0437787999999	690.7244074	-0.021879907999999997	-0.327613805	0.010653363	0.24825182899999998	0.004842999000000001	0.009923029	0.009103656	0.008483803
Sorafenib	terpinyl_butyrate	2.364	25.19419385	-1158.177002	0.3623892	0.39616746	18.235193	18.245695	1032.555058	613.1294171	2872.281641	2558.262511	0.023938953	-0.37840853799999996	32.13890869	33.88662793	0.011768533000000001	0.013448512	276.2188	276.42287999999996
Sorafenib	hydrocortisone	3.6405	31.03101358	-335.807373	0.355628	0.35671687	0.3623906	0.36339727	529.1954693	671.5213806	607.4960646000001	865.489294	-0.052165539000000004	-0.362568842	-1.247521345	-0.870392687	0.008197231999999999	0.0056935580000000005	0.008212976	0.008449854
Sorafenib	candesartan_cilexetil	3.6039999999999996	26.26487192	-888.9372854000001	0.32287550000000004	0.32534359999999996	0.36836398	0.4082244	330.6077396	478.67503200000004	509.44174019999997	1036.199989	0.033438969	-0.103501859	-0.124700589	0.007217758	0.001296324	0.0030155840000000004	0.007835548000000001	0.018597282
Sorafenib	neohesperidin_DC	3.8415	34.70274533	-666.9312133999999	0.29386526	0.29647097	0.3545165	0.35716462	290.46417149999996	377.0575113	180.01053149999998	657.5913284	-0.12175601300000001	0.0027345159999999998	-0.01581542	0.008966960999999999	0.000392561	0.00046739	0.005932465	0.0057447390000000004
Sorafenib	ursodiol	3.7405	33.5665367	-664.9074707000001	0.3414636	0.35183868	0.35685164	0.36622337	243.67463199999997	570.6630061000001	1247.8438429999999	1230.919572	-0.07338425400000001	0.014567094	-0.503766131	-0.026309608999999998	0.003916889000000001	0.005626081999999999	0.007318008000000001	0.00830169
Sorafenib	diclofenac	3.303	22.0054432	-731.2991016	0.3899687	0.396031	0.49032617	0.50597876	1337.1356759999999	1132.7650019999999	2411.443807	2117.398354	0.052492292999999995	-0.22255687899999999	-0.142270448	0.32582530600000004	0.028876051	0.031825400000000004	0.30101687	0.34067670000000005
Sorafenib	eucalyptol	0.2795	21.574954	-341.4077724	44.298107	44.31125	57.242583999999994	57.255997	2708.81357	2542.558991	1929.646386	2325.937854	75.07315371	75.06536762	81.79744722	81.72970044	733.96063	732.3916	898.5282599999999	898.3660000000001
Sorafenib	beta_carotene	3.6889999999999996	45.04801505	-887.1977538999998	0.35092223	0.35432607	0.36142406	0.38846004	589.7384509	695.6171232	565.1410555	583.3798336	-0.041594816	0.134922187	-0.42027342700000003	-0.018237173	0.003760008	0.002953639	0.004089613	0.009880588000000001
Sorafenib	menthol	0.3015	17.26230468	-368.84076630000004	29.169382000000002	29.173765000000003	35.529415	35.53637	2361.854481	1825.570336	2099.973407	2423.416517	39.6090338	39.68015005	67.29615602	67.25424058	221.2337	221.59488	451.9775	453.70367000000005
Sorafenib	alpha-terpineol	1.1	15.97103566	-399.24091699999997	4.5045137	4.516064599999999	11.985538499999999	11.992189999999999	4298.282048	2703.611508	3590.950995	4453.54018	12.9397722	12.84786475	26.84555603	25.98646984	29.716853999999998	29.765565999999996	41.761623	41.734592
Sorafenib	fenchyl_alcohol	0.23600000000000002	20.89722873	-5.158933209	15.430570000000001	15.446074	23.574654000000002	23.575771	1813.7885370000001	2157.78557	2053.6804690000004	3075.3634399999996	20.18819632	19.77070182	48.91886784	48.58113667	44.955055	44.692375	229.91669	228.82773999999998
Sorafenib	biotin	0.172	26.17391219	-1040.0177	15.807626999999998	15.823498999999998	19.7084	19.72341	2141.3442219999997	1879.060273	2657.798338	2235.7966149999997	33.81905464	33.80760438	30.16796739	29.69703818	69.668816	69.68885999999999	124.16068	123.42943999999999
Sorafenib	xylitol	0.0165	20.85146903	-167.55737299999998	16.812355	16.812483	29.903162	29.931524	2214.3456960000003	2502.429597	1439.992869	2127.156102	25.62763042	26.31567463	63.37823136	63.54908749	72.24191	72.28963	207.81499	208.44261
Sorafenib	trans-cinnamic_acid	0.205	18.93326712	-662.6265258999999	13.128932999999998	13.160260000000001	38.325138	38.328762	3120.566389	3099.911005	2072.258645	2762.876304	10.20151117	10.27690309	46.69990257	46.69735721	43.66639	43.55822	362.18146	361.92484
Sorafenib	thimerosal	0.128	17.62521258	-786.1542278	17.098938	17.123976000000003	32.540455	32.555817	2753.424259	2830.489415	2290.982448	2328.802005	3.690222044	3.806679408	63.99721711	63.31668132	64.220474	64.344604	232.62096	231.92111
Sorafenib	tyramine	0.0895	15.18062303	-690.2071602000001	33.699690000000004	33.721653	45.126194	45.139084000000004	3167.001585	3054.408868	1520.0864609999999	2596.1068010000004	55.00993605	55.84793875	77.30565651	76.95724878	314.197	315.10645	626.1455	626.42
Sorafenib	fumaric_acid	0.0065	16.48969292	-1085.221436	20.578339	20.610582	38.628124	38.63193	2339.571123	2147.1655140000003	2254.084904	2475.032489	27.97312842	27.958035100000004	45.93276341	45.67034208	44.22806	44.405342	226.65816	226.88196000000002
Sorafenib	congo_red	3.701	26.74915928	-1551.199472	0.28782505	0.30528086	0.35761034	0.3727527	160.7231506	420.1941374	714.4929463	555.9747185	-0.031209168	-0.012750316000000001	0.318998817	-0.055623425	0.00035292099999999996	0.003042655	0.009581026	0.011798011
Sorafenib	vanillin	0.124	16.33884198	-544.5326667	43.411559999999994	43.41384	44.39691	44.407253000000004	2175.53015	1955.578598	2542.324824	2606.969721	67.00080129	67.12856036	82.42210029	83.13185842	789.54	790.66864	691.2216	690.52386
Sorafenib	saccharin	0.1675	17.39790404	-1390.837669	12.855300999999999	12.859405	33.956036	33.958652	1970.92402	1926.221696	2652.973851	2372.5449120000003	27.40290203	26.89923834	34.63900729	34.69869129999999	44.084236	44.119957	253.67697	252.76413
Sorafenib	allantoin	0.3605	16.06409019	-2055.845718	12.36495	12.3662815	21.227957	21.235348000000002	2456.710247	2248.452816	1909.618807	2516.443108	11.99251791	11.94429236	19.35859363	19.49859897	64.69495	64.60013000000001	134.33165	134.02628
Sorafenib	vitamin_A_palmitate	3.923	40.753795200000006	-474.04345700000005	0.31902456	0.34691325	0.3498599	0.35042718	317.0817251	557.5411361	782.9340973999999	800.791109	-0.104526115	0.004093394	-0.6016191989999999	-0.462189122	0.001959448	0.0013279939999999999	0.003144407	0.0028140709999999996
Sorafenib	acetylcholine_chloride	3.1255	17.6223478	-438.9643484	0.40089807	0.4090204	0.4136045	0.41951364	666.0837522	604.4570447000001	1202.408886	610.8064789	0.271732414	0.100971257	-0.020397263	-0.387902177	0.014240391000000002	0.01592471	0.016724551	0.017539266
Sorafenib	dibutyl_phthalate	3.423	22.01742669	-294.0253538	0.36102316	0.36518738	0.39024523	0.40154243	658.9562376	955.083269	708.5094230000001	832.8508709	-0.029827797000000003	0.41587788600000003	-0.118493456	0.327832186	0.008067675	0.010278383	0.013057421000000001	0.015281982
Sorafenib	trometamol	0.0015	16.04232424	-332.9883878	25.604237	25.623262	44.338448	44.364307000000004	2499.800243	2074.281745	1499.118105	2435.0571059999997	47.28065469	47.24240543	43.739313700000004	43.43557117	180.2351	181.03094	408.1537	407.9233
Sorafenib	benzoyl_peroxide	3.386	21.51586986	-51.91901164	0.37198907	0.3725468	0.3814032	0.38606104	924.4184812999999	668.1083438	693.5725258	663.3643916	0.148543973	0.032932655	-0.013936736000000002	-0.340664983	0.010745173	0.011601873	0.013066505	0.01343168
Sorafenib	triethyl_citrate	1.7695	20.84533618	-805.2805433	5.8064513	5.816762000000001	8.007397000000001	8.020805000000001	2226.631511	2286.754062	2397.237778	2819.053134	22.86656297	22.5145762	18.96105486	18.843900899999998	51.48369	51.524370000000005	77.72099	77.93149
Sorafenib	triacetin	0.6065	21.26193292	-906.1480026	13.070072	13.07753	26.23385	26.248934000000002	2027.055979	1876.5648059999999	2266.61251	3523.537417	23.52033434	23.70236109	43.11779996	43.6562472	49.175056	49.3659	288.7877	288.5726
Sorafenib	glycerol	0.0	14.98642005	-419.63903700000003	33.773734999999995	33.77557	40.935990000000004	40.974724	2660.155076	3547.331861	3453.0308560000003	3513.9412090000005	27.27086564	26.48645143	46.97968421	48.19468741	135.06247	134.66876000000002	391.8659	392.24768
Sorafenib	propylene_glycol	0.01	16.19156307	-442.1529881	30.074271999999997	30.0957	49.338333	49.34442	2738.03417	3808.823896	2527.3774129999997	2875.999288	32.58284283	31.90322273	77.23494985	77.46191712	64.09997	63.913162	516.2918	516.5054299999999
Sorafenib	mebendazole	3.391	22.09810324	-1472.533238	0.36125794	0.365877	0.6016159000000001	0.6126590999999999	686.6101357999999	533.1504502	2689.4355530000003	2856.276747	-0.058082256	0.052395721	7.523380815	7.94390114	0.009760045	0.010020788000000001	0.88144636	0.9447462
Sorafenib	L-proline	0.013000000000000001	20.279624	-273.8998413	27.074993	27.076902	38.500652	38.50367	1781.599372	1733.0235670000002	3487.5894630000003	3943.736019	42.05583025	41.50616653	50.12578116	50.11881306	112.89358500000002	112.96395	176.57596	176.7852
Sorafenib	L-lysine	0.0045	25.03520709	-289.41906739999996	23.324045	23.336329	27.535027000000003	27.543196000000002	3258.241728	2321.584312	1382.089684	1572.563676	41.1317078	40.492519200000004	30.14227839	29.77231742	94.92218000000001	94.712875	104.593124	104.309845
Sorafenib	L-ascorbic_acid	0.055	23.35933224	26.57049561	16.583097	16.600842	22.917645999999998	22.931816	2251.861465	2619.31638	2100.100205	2415.451009	32.92357571	32.1703356	21.12037512	21.42792399	22.913458	23.305107	102.717476	102.23049
Sorafenib	stearic_acid	3.633	24.69602317	-529.1319196000001	0.3800563	0.38213265	0.38425820000000005	0.38607934	624.4071036	338.5994202	495.8294367	565.1368974999999	-0.011810366000000001	0.021539465	-0.365917418	-0.408411425	0.006218269	0.0059505719999999995	0.008076189000000001	0.007457814
Sorafenib	(R)-(+)-Limonene	0.18899999999999997	22.23058347	-553.5856934	24.291313	24.291819	26.150457	26.186562	1849.9000190000002	1862.0222440000002	2280.805048	2175.1644309999997	35.31664187	36.17708674	40.81052087	40.50776386	116.752945	117.6672	199.23006	199.35218999999998
Sorafenib	meglumine	0.182	20.693184600000002	-28.54187012	22.2194	22.2448	31.151112	31.173668	2320.82963	2465.299996	2022.7477800000001	2616.212729	22.21769568	21.72252712	54.26744366	54.38867009	117.37636	116.91157	289.30215	289.11887
Sorafenib	hydrochlorothiazide	3.5145	16.72141889	-4678.147024	0.32216907	0.33185	0.34122872	0.3740715	607.8767193	374.11112060000005	964.0576451	532.8439030000001	-0.290659975	0.22642683	-0.039481522000000005	-0.008967085	0.004836045	0.006817816	0.008296742	0.01300881
Sorafenib	ketoprofen	2.551	18.63671707	-423.5167858	0.40728706	0.41957570000000005	8.100494	8.106057	1895.5041350000001	1961.3320760000001	2020.90295	3292.355425	0.027169661	-0.11253323800000001	25.65406542	26.11457114	0.07700419	0.09500215	74.39839	74.204185
Sorafenib	memantine_hydrochloride	1.006	22.51437831	-307.7620715	7.6575646	7.662769	20.141243	20.141794	3201.228007	3262.06548	1912.4707039999998	1538.161779	33.50571005	33.67161977	27.95315963	27.86074617	101.21236	101.47763	92.91334499999999	93.10700000000001
Sorafenib	naproxen_sodium	3.1915	20.02177226	-605.3854980000001	0.36430708	0.37110240000000005	2.0165215	2.0563933999999997	441.1506154	662.7073594999999	3213.434134	3612.0264399999996	-0.043242317999999995	-0.586184832	24.92572434	25.0989914	0.011569302	0.011218633	25.011732000000002	25.366844
Sorafenib	mannitol	0.0095	17.91026207	-142.01376340000002	20.234282	20.235247	23.611837	23.623410999999997	2445.406946	1912.8341420000002	2696.872836	4036.7888439999997	35.50535825	35.47976659	45.05902442	44.53419493	140.29643000000002	139.81778	53.09733000000001	53.004943999999995
Sorafenib	D-sorbitol	0.0	19.96637043	-140.2840881	32.465977	32.47448	45.687509999999996	45.704746	1853.8456820000001	2114.841409	2758.51256	2163.714304	41.47711945	41.77769708	86.48759819	86.49159576	146.40993999999998	146.06583999999998	409.71747	410.3135
Sorafenib	tannic_acid	3.8135	56.37723034	-797.1044922	0.29733795	0.3083244	0.32651043	0.37272844	61.898526100000005	114.1803185	253.9903631	352.7543546	-0.008262142	-0.029299606000000002	-0.131199319	-0.20237192199999998	0.00017503400000000002	0.000256928	0.0008295339999999999	0.008910084
Sorafenib	rhodamine_B	3.1545	30.08209015	-929.5366244999999	0.30453238	0.35779378	0.43698913	0.49427423	354.80945110000005	716.8904255	483.8261155	993.1827729	-0.134636203	-0.10427855800000001	0.140251379	0.080809157	0.0015108489999999999	0.004811356	0.013396479	0.02720752
Sorafenib	moxifloxacin	3.554	26.71519112	-202.0567017	0.3383337	0.34962940000000003	0.37654740000000003	0.3866817	701.7033263999999	1721.162284	257.850598	846.0846027999999	-0.455098926	0.328017154	-0.056582438	-0.026154686	0.004043337	0.009821096	0.010788943	0.01340741
Sorafenib	ciprofloxacin	3.153	26.25619352	-829.8576172	0.33300072	0.39121540000000005	0.39402159999999997	0.43834633	514.8631998	728.4588246000001	516.9478683	548.6633897	-0.006868536999999999	-0.036576723	-0.566968394	-0.215354237	0.007263264	0.017424366	0.020429127	0.02728912
Sorafenib	certirizine	3.8865	25.07846086	107.45921409999998	0.29759702	0.2992871	0.36429313	0.3706223	54.97385492	46.4032808	472.88928939999994	336.87217169999997	-0.02538458	-0.028134622999999997	0.018716219	-0.074069761	0.00010889999999999999	0.000124875	0.003735091	0.004146131
Sorafenib	budesonide	3.6475	28.0353856	-423.4854126	0.35631976	0.35940287	0.36596194	0.36780772	780.2024067000001	1008.772592	412.5241591	320.53290360000005	-1.3590906999999999	-1.14130412	-0.72606774	-1.008235096	0.010633986000000002	0.010970276999999999	0.008746735	0.01143705
Sorafenib	etidronic_acid	0.0	-1.0	-1.0	29.286737	29.312895	55.45694	55.491997	1751.849513	1877.531837	1953.9710949999999	1285.2956359999998	10.33392715	9.916869405	71.27749687	71.29072845	21.908476	21.89251	460.65994000000006	460.25482
Sorafenib	emtricitabine	1.996	17.97605813	-1222.205078	0.31676936	0.31891724	17.500595	17.502821	1049.024093	1364.017331	2499.3150140000002	2099.0628269999997	-0.30893159800000003	-0.039619333	23.55865343	22.74440523	0.007645093	0.008877045	63.666835999999996	63.44614
Sorafenib	metoprolol(+)-tartrate	2.677	24.85402685	-298.3410908	0.3868414	0.40895727	7.132460000000001	7.1349134	2160.3406760000003	2068.0349730000003	3280.140697	2603.8156289999997	-0.119031825	-0.005580608000000001	9.098045622	8.34304712	0.16137179999999998	0.16681603	52.003376	52.07963
Sorafenib	phenytoin	1.9135	20.63370278	-972.5840921	0.348206	0.35576624	15.400029	15.424914999999999	2052.6622230000003	1349.8926960000001	2126.443671	1721.6231670000002	-0.08457623199999999	0.006188369	15.11269108	14.29038619	0.009117127	0.010711031000000001	34.179634	34.063942
Sorafenib	propranolol_hydrochloride	3.418	19.9746472	-362.71837810000005	0.33721542	0.36607727	1.3047214	1.3145725000000001	869.7610345	535.8739165	3166.405282	2845.70704	-0.026786275	-0.097373369	19.68726584	19.19727169	0.0067160069999999995	0.011735373	12.435802	12.404211
Sorafenib	captan	3.4715	14.97131813	-653.5934279	0.3740699	0.37581378	0.37950516	0.39120907	793.7751987	915.6296431	711.7629862000001	836.6090429999999	-0.040332582	-0.005740074	0.15303378	-0.0546086	0.010763225	0.010193918	0.012134607	0.014481899
Sorafenib	neotame	3.622	32.73928146	-1524.112549	0.33846307	0.34688798	0.356172	0.35822642	860.1128405	423.4491302	519.9613406000001	632.316229	0.016376959	-0.382812792	0.10060813099999999	-0.042708587	0.007111963000000001	0.007911128	0.008364585	0.011665028000000001
Sorafenib	alendronate_sodium	0.5579999999999999	-1.0	-1.0	9.582541	9.635741000000001	23.683132	23.684137	2690.679442	1749.8994280000002	1886.691102	2230.0548940000003	18.6511714	18.78891033	20.48632673	20.24010677	71.33348000000001	71.012344	43.563793	43.35018
Sorafenib	piroxicam	2.079	21.5290265	-1366.118837	0.29033359999999997	0.2930728	17.298092	17.310570000000002	281.9682653	714.4839624	1395.529493	1443.889103	-0.02854985	-0.146013435	28.53838852	28.87323021	0.000326253	0.00097975	89.37765	89.51172
Sorafenib	desipramine_hydrochloride	3.5595	23.26315945	-369.7683306	0.34190768	0.34425935	0.35797775	0.41690070000000007	646.0071565000001	1227.049076	525.0565592	653.3529268	-0.311991909	-0.020877593	-0.070449608	-0.047987842999999995	0.007404941	0.008433056999999999	0.00814224	0.018704113
Sorafenib	nadolol	0.0	27.00915524	-1365.326172	13.967637	14.002442000000002	15.477312	15.486629	2252.293716	1216.8816140000001	1746.6762019999999	2427.8549780000003	12.81397368	12.77800634	23.74236314	23.27456748	14.315831	14.215976999999999	69.69852	69.51839
Sorafenib	omeprazole	3.6405	23.26493777	-905.7308682	0.34982696	0.35112888	0.35225073	0.35354742	1153.0298050000001	480.50872400000003	703.4159982000001	441.21986929999997	-0.33178469899999996	-0.023752847999999997	0.04368833900000001	-0.519495299	0.00801858	0.007187088	0.011123301	0.006491871
Sorafenib	labetalol_hydrochloride	3.5295	24.83773717	-960.9565031999999	0.33177006	0.35921878	0.42911482	0.49794644	743.3891904	558.8760248	1854.184355	781.8634382	-0.06832296	-0.30296542	-0.054130837	0.063928078	0.005882396	0.004874692	0.24875493	0.25918597
Sorafenib	prednisone	3.7	37.76601775	-349.90698239999995	0.33504954	0.34094608	0.3440801	0.37976235	747.5405714999999	646.2224418999999	527.1144569	694.2506346	-0.261075175	-0.42415731	0.08134998	0.41311901700000003	0.006209592	0.005178304	0.003984506	0.011074093
Sorafenib	risperidone	3.8065	24.9193055	-979.4519339	0.30485678	0.32761705	0.35729194	0.37336075	66.86825687	589.8311980000001	863.2591472999999	645.0326466	-0.038465576	-0.039301645	-0.009566726999999999	0.384911213	0.000138819	0.006062248	0.00432615	0.009615229
Sorafenib	fluconazole	2.2125	25.94676812	-562.6992028	0.37230453	0.3812634	11.032418	11.043283	1230.007468	1893.4038850000002	2335.336856	2190.929024	-0.047710453	-0.012850911000000001	9.899537362	10.16325617	0.015847677	0.019823711	69.99276	70.212204
Sorafenib	methotrexate_hydrate	3.766	23.39735135	-3442.761364	0.32538740000000005	0.32562688	0.32982665	0.35709977	520.5413952	645.8477945000001	401.55468989999997	609.8639261	0.038255935	-0.6451151629999999	-0.035893111	0.128102685	0.0033469909999999997	0.0034615509999999998	0.003118021	0.008761826
Sorafenib	tenofovir_alafenamide	3.7615	28.13712309	-1566.342773	0.3046771	0.32424706	0.34888607	0.35952646	476.52112029999995	564.2481971	875.6666356000001	530.6657008000001	-0.109500164	-0.203564243	0.024863471	0.045498334	0.0008412080000000001	0.0042668870000000005	0.0071705630000000005	0.006807161999999999
Sorafenib	carbamazepine	1.0265	22.89586436	-734.5738365	4.2316213	4.246571	17.636381	17.638445	3399.5875969999997	3437.636824	1836.902043	1996.0328559999998	14.85584139	15.25205864	17.81179051	17.94140514	25.827054999999998	25.490322	57.592532999999996	57.3445
Lumefantrine	caffeine	2.2455	25.56481968	-638.8803112	0.34962909999999997	0.35634340000000003	0.5434880999999999	0.6486341	1795.1828679999999	613.5319258	616.1014444	1581.956106	-0.081609275	-0.0757853	0.36181835100000004	0.203343804	0.011630307	0.008238371	0.014837495	0.01912747
Lumefantrine	succinic_acid	0.0075	21.58852079	181.22869450000002	22.509506	22.511608	26.434948	26.437138	2698.381453	2069.7738219999997	2964.6328350000003	3020.915123	31.01841767	30.012174199999997	39.3231276	38.95802046	95.81111	95.77814000000001	132.58379	132.64594
Lumefantrine	octyl_gallate	1.821	24.78017426	748.0479238	0.39369273	0.4459572	16.810093	16.819751999999998	816.1288099999999	444.1577239	2425.5771440000003	2068.44863	0.18027092399999997	-0.069445696	47.58007284	47.13397872	0.009858248	0.017464384	227.05414	227.1221
Lumefantrine	DL-malic_acid	0.0085	15.75572906	162.24072280000001	28.759552000000003	28.76698	36.797928000000006	36.811809999999994	1938.3782410000001	1487.608275	1418.142161	1779.2612609999999	37.9164938	38.08384447	40.87354808	41.07535803	188.38428000000002	188.47691	207.01433	207.62175
Lumefantrine	adipic_acid	0.0105	25.08340716	211.7884133	19.404259	19.406202	48.695029999999996	48.72195	2402.745974	1997.2150809999998	1681.7790280000002	2221.1226739999997	20.23408852	20.2455395	71.99199166	72.06448470000001	111.29775	110.79133	516.2196	517.9814
Lumefantrine	Triazabicyclodecene	0.004	24.13020921	-551.5421705	18.100967	18.1067	36.211555	36.222970000000004	1961.864761	2453.8039989999997	2251.239505	1998.3593879999999	39.0018526	38.9467016	39.78716902	40.01832219	61.21487	61.233990000000006	215.54051	215.78118999999998
Lumefantrine	DBU	0.18899999999999997	25.31452217	545.1630241	17.694456	17.696442	30.159832	30.169678	2667.784472	2902.4971649999998	2133.9502420000003	2012.192423	19.07690996	19.18993208	47.90677646	48.12947747	161.86824	161.93833999999998	176.56215	177.06578000000002
Lumefantrine	L-asparagine	0.013000000000000001	23.87564286	199.5070801	15.685338	15.704585999999999	29.27747	29.281	1570.309921	1986.513062	1223.279883	1729.6294649999998	5.147548982	5.324154527	18.64721905	19.44270976	24.2455	23.991707	121.31525	120.61738000000001
Lumefantrine	theobromine	1.9205	20.74816551	-1074.34743	1.1828991000000002	1.4098071	2.1734742999999996	2.3345572999999997	4818.517126	3559.862573	2685.871102	2482.003757	-0.21621538199999998	-0.172972811	17.83586917	17.88961792	4.9111139999999995	4.648582	15.810385	15.247944
